"","Gene","logFC","padj"
"1","MT-TN",11.1001981111788,2.54249908356685e-109
"2","LINC01007",-6.69577848016427,4.25535373070787e-89
"3","STAT4",-4.12030370714799,1.63218519203295e-86
"4","ABHD8",-2.10336188668249,1.11197518102798e-66
"5","ATP6V0C",-5.17060061963354,2.49029679134831e-65
"6","C3orf80",-3.77788598833705,4.37159719090641e-61
"7","ANKRD24",-3.29913214026479,4.04075753684476e-60
"8","MAS1",-5.68242357464286,3.91553507736095e-53
"9","RUSC1",-2.06106251112671,7.53820596071344e-53
"10","RPL21P75",-3.38467582581803,1.89443837584354e-50
"11","RELL2",-2.70856298465714,7.12921069682446e-50
"12","LMTK2",-2.18937205100267,2.08551284906081e-49
"13","SPARC",3.79185767911597,2.35806770528586e-49
"14","HSD11B1L",-2.12350236045283,2.50365659376504e-47
"15","ILRUN",-1.44596242756701,3.49824145634436e-47
"16","RN7SL674P",3.08366427162158,8.83741751050591e-47
"17","PRDM2",-1.79779862372003,2.17648165418459e-46
"18","KDELR2",2.11902834834966,2.64327484310642e-45
"19","KLC2",-2.55948399442228,7.04566686891998e-44
"20","MAML2",2.3629081432235,4.46466477494285e-42
"21","RN7SL151P",3.67072793289889,9.82278728499945e-42
"22","NDUFB8",-1.92253940760853,2.49523780473603e-41
"23","CAMKK2",-2.89204761684396,3.68284359143997e-41
"24","VAMP1",-3.16359187819592,3.75833235487027e-41
"25","CABP1-DT",-4.96570093316467,3.97145597962173e-41
"26","SNRPN",-2.71338578336224,6.3219943419725e-41
"27","LMO7",-2.42445949383687,1.77930331829165e-40
"28","NES",4.52439556099691,2.71570656630669e-40
"29","YPEL4",-2.57718118812312,3.26095295928845e-40
"30","ZFYVE27",-1.49365132124967,5.24126262046678e-40
"31","FBXL19",-1.69770455550291,6.77287021402686e-40
"32","RHOBTB2",-2.41153643681271,7.13111143568599e-40
"33","OXR1",-2.12851166470752,7.25715112689581e-40
"34","SLC45A4",-2.48889016999846,8.30712933826613e-40
"35","ITPR1",-2.67832452104149,9.13138361858338e-40
"36","YBX1",2.57390934036622,1.90432684085402e-39
"37","GARNL3",-2.08475813791253,2.44731312610655e-39
"38","SEC61A1",2.01991091727953,2.98231985800214e-39
"39","FBXL2",-2.02091625184935,1.64585768779111e-38
"40","PRRT2",-3.09819804936627,2.74019669762304e-38
"41","COL4A1",4.63313313094905,2.84926045944482e-38
"42","CLIC4P3",5.0398732397253,1.25378697533615e-37
"43","ARHGEF11",-1.21346292945568,2.46027296748565e-37
"44","STXBP5-AS1",-4.14581767963269,3.94970539915885e-37
"45","MARF1",-1.32519077655995,6.13929081223846e-37
"46","PIN1",-1.47170078113307,7.99807566985079e-37
"47","GRIPAP1",-1.39542340130636,1.22510766893929e-36
"48","MMP2",4.44403463504042,2.65589083247152e-36
"49","FADS6",-4.67343816848601,6.34056544996518e-36
"50","LAMC1",2.59737994447454,8.32424076530087e-36
"51","PANX2",-3.46488416616869,1.11528388625738e-35
"52","MCL1",2.09817946872212,1.30658162021991e-35
"53","RND1",-2.91812540308045,2.09061925441514e-35
"54","PELI3",-2.40247834066974,2.31670757701906e-35
"55","ANKRD34C",-5.0384632329124,3.89363208802303e-35
"56","PAK2",1.24597486233506,4.28453098258224e-35
"57","PTPRZ1",3.17747562170515,5.4866529965342e-35
"58","RDX",1.93211041019807,5.69933857582781e-35
"59","KAZN-AS1",-3.6022616755164,6.2351775073895e-35
"60","F2R",4.99512682810465,8.0725875061743e-35
"61","MAGT1",2.51327139720379,9.47111397841008e-35
"62","LUZP1",-1.67399645764525,1.08182320902973e-34
"63","GFRA2",-3.04647474184182,1.85426817960631e-34
"64","LPCAT4",-2.63026831429907,2.62963067359666e-34
"65","RHBDL1",-2.37934904089408,2.68038930800318e-34
"66","CACNB3",-2.57594999997828,2.72111737983621e-34
"67","SH3GLB1",1.35532648314766,3.18114726223455e-34
"68","BCAS4",-2.27267437831579,3.18114726223455e-34
"69","HDAC5",-1.55471730171909,4.41634006092017e-34
"70","ATPAF1",-1.33519585182014,6.19198074569048e-34
"71","COL4A2",3.56702625833949,8.06274748367302e-34
"72","LRRC73",-2.95393054538957,8.82332563696543e-34
"73","SFT2D2",2.2894884445443,1.00778448362955e-33
"74","SHANK2-AS2",-3.81770076510493,1.25911876141382e-33
"75","SLC25A12",-1.86506460256451,1.38529908392773e-33
"76","MMP14",4.34588832878429,1.38529908392773e-33
"77","SPINT2",-2.67709995154796,2.12283775272681e-33
"78","KIFC2",-2.3491840130755,2.24461472671423e-33
"79","SGTB",-1.88158656514609,2.5214456831121e-33
"80","APBA1",-2.42360731720696,3.11002425589512e-33
"81","PTTG1IP",2.33979122987311,3.11232249002414e-33
"82","IGFBP2",4.27849227169491,3.3238429944773e-33
"83","DRP2",-2.60505798051661,3.91633718574563e-33
"84","SNAI3-AS1",-2.68802869386217,6.33979951254371e-33
"85","RXFP1",-4.3409526776207,7.53523677810576e-33
"86","ZBTB7A",-1.92051275333517,7.53523677810576e-33
"87","CACNA2D3-AS1",-4.20770197739353,9.42090899169513e-33
"88","TANC1",2.39684584700535,9.44710318707122e-33
"89","SNX32",-2.18319971731306,9.64090808264206e-33
"90","CD99",3.91688704704337,1.15388399091067e-32
"91","MSN",2.68132655490437,1.42483566234005e-32
"92","CALU",1.82448093046534,1.70226293054635e-32
"93","FRS3",-2.18318983536918,1.82813414124974e-32
"94","CAMTA2",-2.44987495119848,4.50534244586882e-32
"95","TTBK2",-2.0239165761063,6.26359703002532e-32
"96","LIMA1",3.03646254267989,8.68632014976228e-32
"97","ATXN7L3",-1.81246048152788,1.00829574200427e-31
"98","CHRM4",-3.28612808405762,1.11552984935966e-31
"99","PTBP1",2.01002811202226,1.48168160996492e-31
"100","S100A1",-2.72643775620796,1.55078472309231e-31
"101","RHOA",1.16240614554538,1.55078472309231e-31
"102","TNC",6.37353444658643,1.55078472309231e-31
"103","RNVU1-2A",5.34157163878083,1.63962669704988e-31
"104","VEZF1",1.67739104341503,1.79167356758927e-31
"105","FIBIN",3.10324472427359,1.84589102813222e-31
"106","PLEKHA4",4.56687368856295,2.17644211263846e-31
"107","LINC02974",-2.78000160221165,2.48453019757243e-31
"108","PNKD",-1.57204757330948,2.92532910498955e-31
"109","CALR",1.59858095972155,3.1307268673794e-31
"110","RN7SKP189",6.02671375443142,3.39772835923012e-31
"111","HSPG2",3.60255601459957,3.49029792465853e-31
"112","ARF4",1.23763569739542,4.25430266636432e-31
"113","SCN1B",-2.8566078841405,4.28844520109586e-31
"114","POU6F1",-1.76852043729256,5.14396953229597e-31
"115","ALDH1A3-AS1",-3.8876080525659,5.32806050726903e-31
"116","BASP1-AS1",-4.57194934851053,5.55362578637213e-31
"117","PINK1",-1.68315167943348,5.78771442886163e-31
"118","RN7SKP193",5.05116669489113,5.80019825937767e-31
"119","LINC02636",-3.98596782342262,5.92392098370428e-31
"120","LINC02217",-4.74002128296104,8.62309038405865e-31
"121","DDR1",2.84656403800725,8.67596775699759e-31
"122","IPCEF1",-4.0038559875702,9.08961823560354e-31
"123","FN1",3.84349768490816,9.55902762327206e-31
"124","AAK1",-1.72073923843957,1.4778206564228e-30
"125","RN7SKP186",5.55109152000741,1.82989996947829e-30
"126","SERP2",-2.18977163636508,1.86625938966312e-30
"127","PRDX4",2.85555015948269,1.91292623941896e-30
"128","GABARAP",-2.91214414527405,2.1446825615091e-30
"129","GNG12",2.57059346840516,2.18841378263367e-30
"130","REST",2.27303553702667,2.31527746260422e-30
"131","H2AC11",6.24630130280872,2.33800263341825e-30
"132","H3C11",7.22357553418659,2.34518497641774e-30
"133","ADARB1",-1.99946397659163,2.34518497641774e-30
"134","PCNX2",-1.47231803047749,2.45450471039547e-30
"135","H3C3",6.56754901593682,2.48560803985099e-30
"136","ABTB1",-1.89967763138944,2.84566530514514e-30
"137","MIR600HG",-2.70708617776667,3.04217920354345e-30
"138","MAPRE1",1.22606736687047,3.04217920354345e-30
"139","EXTL1",-3.38748139062291,4.15310917042263e-30
"140","RN7SL507P",5.67964023659713,4.45292646008632e-30
"141","MDH1",-2.04442220417512,5.05928876962303e-30
"142","FKBP1B",-2.19770885944026,5.53702730199542e-30
"143","GPRASP2",-2.07948627046492,6.76929031126466e-30
"144","DGCR5",-3.26366926295392,8.18530998948113e-30
"145","PNMA8B",-3.6952956195958,9.56135679022078e-30
"146","FLRT2",-2.87701591466015,9.97313990981295e-30
"147","HSD3BP1",-4.92352294191816,1.00782270784444e-29
"148","PPP1R3F",-2.14400079335904,1.00782270784444e-29
"149","CACNA2D2",-2.79770142578776,1.02057992688934e-29
"150","GCNT4",-2.8064474262545,1.71594468711506e-29
"151","INPP4A",-1.439616289539,1.73716768903843e-29
"152","PPP1R3E",-1.74757338461798,2.04894940941432e-29
"153","GNB5",-2.63078698887699,2.04894940941432e-29
"154","AP3M2",-1.49125031853154,2.06461361209238e-29
"155","LINC02822",-5.14339281440619,2.36359395649272e-29
"156","NAPA",-1.35984702450821,2.36359395649272e-29
"157","RN7SKP47",5.73775379851379,2.43498051210751e-29
"158","H1-5",7.40709607308174,2.49042253124196e-29
"159","TNFRSF12A",4.98808768926298,2.5410651532019e-29
"160","KCNC3",-3.03183372092758,2.71027141709731e-29
"161","SSR3",1.23682436424988,2.74556266365039e-29
"162","FAM111A",2.78077655654843,2.77122541141893e-29
"163","TMSB4X",1.46045017885694,3.52190863295304e-29
"164","RPLP0",2.27574936779442,3.52190863295304e-29
"165","TMEM8B",-1.85681342993361,3.6256545290825e-29
"166","RN7SL587P",3.57923152753104,3.92809677435202e-29
"167","RN7SKP90",5.96855719774747,4.41197864682798e-29
"168","H3C7",6.70313756905937,4.57310516562443e-29
"169","RAB10",0.805720449147686,4.64269678404551e-29
"170","SMC4",3.0087578643077,6.43590950620394e-29
"171","FBXO34",-1.63775495449983,6.93143940143069e-29
"172","RUSC2",-2.13698252829046,7.33760769404476e-29
"173","ABCG4",-3.46141664319271,8.62099691886963e-29
"174","EPS15",-0.978373043499682,8.71640640863879e-29
"175","SATB1",-2.10954794442949,8.89227671208716e-29
"176","SEPTIN2",1.49791081805918,9.03454734244342e-29
"177","BTBD10",-1.33389684778041,9.22528531544612e-29
"178","NEDD1",2.60399191916518,1.00600488603536e-28
"179","OSTC",1.96901360524675,1.03819713301751e-28
"180","ICA1",-2.11735813418854,1.20979677044566e-28
"181","NAGPA",-1.90951177439539,1.32531832871827e-28
"182","ARHGAP26",-1.73192700990295,1.35139717289807e-28
"183","STT3A",1.41017802985582,1.65165343596955e-28
"184","CD63",2.24587660859835,1.79624998345052e-28
"185","C21orf62",4.52862260103306,1.92758463737153e-28
"186","DBI",2.29073796610569,1.98092661845957e-28
"187","RAB40C",-1.58902665729612,2.07972506509875e-28
"188","PRR36",-2.77933411080184,2.11697016350847e-28
"189","SYT3",-2.760969912527,2.3937315552987e-28
"190","PITPNM1",-1.69380984716001,2.85130270350865e-28
"191","MICU1",-1.26292537510384,3.13765588819755e-28
"192","PLEKHM2",-1.17294908072762,3.21767562104734e-28
"193","PPP4C",1.51049814280036,3.31626882147323e-28
"194","TNFRSF19",3.99493804536192,3.37841224576753e-28
"195","HERC1",-1.68605722270972,3.43575739937623e-28
"196","HSD3BP3",-4.39312363764943,3.67010666119773e-28
"197","RASD2",-2.97799293895995,3.67010666119773e-28
"198","TP53INP1",2.53652637410038,4.71322653907314e-28
"199","TMX1",2.1944328992879,4.72856566278835e-28
"200","NOXA1",-2.12759893430586,5.69740110859772e-28
"201","LINC00957",-2.58428608061515,5.98674865002622e-28
"202","ITGB8",2.68492456040076,6.30057044854205e-28
"203","TRAM1",1.83805704962494,6.3474896104103e-28
"204","NCKIPSD",-1.65930812842241,6.3601020189733e-28
"205","NRAS",1.36197923687991,6.8723438847912e-28
"206","TMEM255A",3.50568416860452,6.97020383452219e-28
"207","CTNNA1",1.41685889386436,8.41047984556076e-28
"208","CD151",2.34816973825885,8.41047984556076e-28
"209","CMTM6",2.30752196630395,8.63258144914612e-28
"210","HAR1A",-4.09371359153401,8.63258144914612e-28
"211","GAPDHP23",-4.6469509174228,9.27959442695384e-28
"212","RNU6ATAC42P",-5.0135361452459,1.02523658476125e-27
"213","HNRNPH1",1.16720794134581,1.14904844586086e-27
"214","ATP13A2",-1.78783059272809,1.2055368894074e-27
"215","PPP2R5B",-1.33121578740495,1.20609400709654e-27
"216","KCNJ12",-4.46295496950985,1.21510803064601e-27
"217","CNTN6",-3.60500861318679,1.24157963116223e-27
"218","RN7SL767P",3.09248283206218,1.24157963116223e-27
"219","ZFP36L2",2.76303933005489,1.2624544815251e-27
"220","MYPOP",-1.8730400621752,1.43372183239604e-27
"221","ACTR1B",-1.23754247536761,1.46913616879999e-27
"222","ATRAID",1.57711407161701,1.51754143841102e-27
"223","SETP21",-3.37459851227986,1.62915936267168e-27
"224","ATP6V0E1",2.09871098182174,1.64566699111308e-27
"225","DLG3",-2.31403687184802,2.00170128865685e-27
"226","PCDHAC2",-2.35413336311699,2.27199328645398e-27
"227","PDPN",4.58978120299204,2.32588714134662e-27
"228","DUSP3",-1.1263372750304,2.41693451373282e-27
"229","SNAI3",-2.55851654544134,2.54813010686525e-27
"230","FAM126A",2.44533269414137,2.59833933861855e-27
"231","HNRNPA2B1",1.04446181963631,3.19870021372085e-27
"232","CAP2",-2.63296120674043,3.45104245742365e-27
"233","RALB",-0.979378624161677,4.17356116770217e-27
"234","LBR",2.0549586836485,4.41371445486604e-27
"235","RP2",3.02544144166868,4.41371445486604e-27
"236","SPTSSB",-2.52724591148532,4.87341480217454e-27
"237","ANXA5",2.97541441866437,5.28446015950996e-27
"238","NCEH1",-1.9879404564139,5.30585357017842e-27
"239","HECTD4",-1.51359784969939,5.77758459886801e-27
"240","YPEL3",-1.68134366401244,5.99180801739461e-27
"241","C3orf49",-2.32841746472553,6.47878616047057e-27
"242","CTXN3",-5.78098108716904,6.74034186438371e-27
"243","ARHGAP32",-2.23028913016749,6.88916864341957e-27
"244","MAPK9",-1.92640719150547,7.12555137233774e-27
"245","PRRT1",-3.18769469792194,7.69626470762169e-27
"246","SMARCA2",-1.06173438418152,8.03671089925468e-27
"247","FBXL15",-1.89049263663138,8.06535973908621e-27
"248","HABP4",-1.68156344347465,9.12093163355541e-27
"249","TBRG1",-1.30714049377998,9.54701347596595e-27
"250","RPS2P55",2.47527393381014,9.55783287113455e-27
"251","KIFAP3",-1.33460254510538,1.06516578229632e-26
"252","BTBD9",-1.63615074122932,1.14496051715844e-26
"253","ERHP1",-4.56307720689281,1.16713636697409e-26
"254","RAB31",2.04895841512506,1.42437725349691e-26
"255","NID1",3.38741823139413,1.47750063872371e-26
"256","HTR1B",-4.20515835544908,1.84048901923908e-26
"257","GAPDHP58",-4.4523727095674,1.85727887617919e-26
"258","DPYSL3",2.25984614577649,2.11628641890136e-26
"259","HIVEP2",-1.98382083731652,2.21753930592083e-26
"260","ZC3HAV1",2.41455211628066,2.30096085407664e-26
"261","TTLL11",-1.87590006480122,2.34523726182934e-26
"262","SERGEF",-1.28583898892782,2.47661823768118e-26
"263","LRP3",-1.30171966966217,2.71098759324606e-26
"264","STRBP",-2.00804031498192,2.81688523223798e-26
"265","ME3",-1.59715409816165,2.825751881549e-26
"266","ANO6",2.43295514225277,3.0160341320619e-26
"267","ANKRD34A",-3.27332314939172,3.08856402609108e-26
"268","PPP2R2D",-1.52105924407886,3.40457503556695e-26
"269","H4C13",6.61841772130993,3.63131888269041e-26
"270","GHITM",-1.5601941428716,3.66885094945021e-26
"271","GLIPR2",2.96646534835588,3.75204332624577e-26
"272","H2AC14",6.16880682269232,3.84072193483082e-26
"273","TOM1L2",-1.59063600877929,3.84072193483082e-26
"274","PNMA6A",-2.82791844336332,4.02959579929676e-26
"275","LDLRAD3",2.35030119321819,4.19286886014005e-26
"276","ITGAV",2.08201819634214,4.52292241948108e-26
"277","TWSG1",2.33558197942576,4.52631507521472e-26
"278","CNTNAP1",-1.98718345311057,5.29498198612562e-26
"279","LZTS3",-2.70509170521313,5.51842434799976e-26
"280","FBXW7",-2.40896886323772,5.92770293792086e-26
"281","BBS7",-1.35211213443658,6.70459231965686e-26
"282","PPP1R21",-1.15018209053982,6.77847108182243e-26
"283","RPN2",1.78925667733744,7.21299661158774e-26
"284","PDXP",-3.45789942945302,7.21522014261427e-26
"285","SOCS6",1.58913808878383,7.38740124865035e-26
"286","C2CD2L",-1.85266352391424,7.51606958770567e-26
"287","STAU2",-1.51141929610331,7.55376485014265e-26
"288","PLEKHM3",-1.82980422459557,7.56500535866263e-26
"289","ZBTB20",1.90044160964979,7.84495514515552e-26
"290","TSPAN6",2.70605084834749,8.59089581549825e-26
"291","LSM11",-1.87709440058411,9.71773484735756e-26
"292","COA4",1.35726640775342,9.85105223117092e-26
"293","CANX",1.19933264712729,9.8998400831941e-26
"294","SCAI",-2.22441213065841,1.01650982703596e-25
"295","HSD3BP5",-3.34378882969826,1.01762567280098e-25
"296","MAP4K2",-1.702892942792,1.03134074323941e-25
"297","ABCA1",3.76708553951772,1.21052623459018e-25
"298","DCAF6",-1.49026172661189,1.22531945290376e-25
"299","PRXL2B",-1.42976613510572,1.25753678947753e-25
"300","EPHX4",-3.17184089951572,1.2819522765283e-25
"301","CBX7",-2.61141564849956,1.28939693678239e-25
"302","H2BC9",6.14128793566315,1.36258951399082e-25
"303","RN7SKP9",2.03955836422609,1.40161215181727e-25
"304","PPIAP69",-2.89607665263997,1.54291610597261e-25
"305","SPATA2",-1.44154575440624,1.62958410621991e-25
"306","H2BC10",4.56458542383813,1.76888407347662e-25
"307","XRN2",1.16385610187972,1.91176152069334e-25
"308","MPHOSPH8",-1.1424796573596,2.01279395928869e-25
"309","IQSEC2",-2.429443118908,2.11250779726951e-25
"310","PDIA4",2.5303231974996,2.23979276341791e-25
"311","CD99L2",-1.44290444819355,2.25565615042407e-25
"312","TMED2",0.958905524585548,2.25565615042407e-25
"313","PPP3R1",-2.44680036593404,2.33081760705691e-25
"314","SYT2",-3.87739292092207,2.46259234901071e-25
"315","RAB37",-2.97173280222895,2.60675756603726e-25
"316","FLRT2-AS1",-4.34984190283733,2.65445851247553e-25
"317","RNU6-316P",-5.22674569472006,2.99635740955819e-25
"318","HMG20B",2.1191057569453,2.99635740955819e-25
"319","ATP2B1",-2.05076959837731,3.06509546142417e-25
"320","MYCBP2",-1.83558699499059,3.16159283592688e-25
"321","RN7SL38P",5.24687907385503,3.66950705869944e-25
"322","NMB",4.36270452172177,4.0625333988243e-25
"323","ZER1",-1.61297817151696,4.13362885034556e-25
"324","NRG1-IT1",-3.98418067679245,4.99185357769383e-25
"325","LMO4",-1.52701733220275,5.04268859523417e-25
"326","LYPD9P",-4.63216716004779,5.37415072528548e-25
"327","MGAT3-AS1",-3.20172785240263,5.4364867227391e-25
"328","STAMBPL1",-2.12762107951785,6.12454179803426e-25
"329","ABCC8",-2.76227764698644,6.33981298040607e-25
"330","CTIF",-1.70173057676863,6.72073380802881e-25
"331","RPS2P5",2.12790762121897,7.26334501924201e-25
"332","FSTL1",2.57285334536204,7.59351758379664e-25
"333","APH1A",1.5258525779608,7.72330229657348e-25
"334","TSPYL1",-2.22924305723854,8.36170713536113e-25
"335","H2AC13",5.70698473988269,9.0254448352977e-25
"336","KCTD1",-1.90055278490282,9.42187328110536e-25
"337","CCDC80",3.97091714613895,9.72108814735069e-25
"338","MAP3K9",-3.37614655546808,1.02587962505885e-24
"339","KCNQ5-DT",-3.73978689270752,1.07102658788179e-24
"340","LMAN1",1.66547797492343,1.08176662105055e-24
"341","ARHGEF6",1.79725627436088,1.11207878055843e-24
"342","ATP1A1",-1.38092290803012,1.12893248785594e-24
"343","MCUB",2.97347656861191,1.15755120617672e-24
"344","NAT8L",-2.13101755418962,1.22538091977749e-24
"345","SEPTIN10",1.82642903371736,1.36846858694843e-24
"346","SPTBN4",-2.47581687066845,1.36896159110652e-24
"347","DDAH2",1.74835463675403,1.42518182165994e-24
"348","SYNGAP1",-1.88766831754731,1.4500537810797e-24
"349","H2AC12",5.54245724769268,1.48531598909075e-24
"350","RNF208",-2.65021438077073,1.50010597527169e-24
"351","PPP3CA",-2.42895312724212,1.52930441776185e-24
"352","TMED9",1.41967191475885,1.59034931622605e-24
"353","RECQL",1.47756909885043,1.59485491026404e-24
"354","H2AC16",6.75580859402083,1.66349224636871e-24
"355","H3C2",6.97400871727464,1.67119959446582e-24
"356","R3HDM1",-2.37913545329462,1.75595715973087e-24
"357","DAP",1.41540992758148,1.76557392843592e-24
"358","CLIC4",3.07361303430507,1.78351257539422e-24
"359","GXYLT1P6",-2.94093133588606,1.84066220667517e-24
"360","MADD",-1.81328640577498,2.00126048669035e-24
"361","CPNE3",1.5641855514888,2.07383861517776e-24
"362","BTG1",1.99484204390612,2.08900951751587e-24
"363","C2CD5",-1.21677409194107,2.34629562563069e-24
"364","LAMB2",2.35925830267834,2.38818650910454e-24
"365","AJM1",-2.1577842952327,2.84963866627005e-24
"366","RN7SL296P",5.61875939341015,2.92037159319478e-24
"367","ITSN1",-1.6739426549845,3.14221001904618e-24
"368","FBXO44",-2.10631740026448,3.51218601161787e-24
"369","PIP5K1B",-2.83639654718965,3.62494058793052e-24
"370","RN7SKP227",4.81014665466051,3.78769755894465e-24
"371","YES1",2.13849726470619,3.83740134362952e-24
"372","WDR1",1.66865402319422,4.04025032244081e-24
"373","KALRN",-2.33453986165041,4.11124096026901e-24
"374","FKBP10",2.98595339989189,4.13173289632742e-24
"375","YBX1P1",2.55411819193635,4.24380357918248e-24
"376","PAK1",-2.8284398883315,4.70713433903052e-24
"377","CAMTA1",-2.24758521257977,4.77992498594361e-24
"378","USP11",-1.51146369421685,4.8560920807722e-24
"379","CHCHD3P3",3.06208437828209,5.5227828098062e-24
"380","ZNF248",-1.59275868565254,5.578990863535e-24
"381","FGF17",-3.13025179278853,5.62349657467092e-24
"382","CRTC1",-2.29669760815848,5.73406371600075e-24
"383","SMIM17",-2.34968851372333,5.80696748835073e-24
"384","RN7SKP255",1.77314665379422,5.82673380380471e-24
"385","EIF4EBP1",3.27871189862841,6.78844563930206e-24
"386","B2M",3.04345614313222,7.54354483803397e-24
"387","FBXO27",-2.21643138863504,8.25431904273853e-24
"388","MICU3",-2.16653067032134,8.60387553776011e-24
"389","TOP2A",7.78649251287344,9.19715940825104e-24
"390","PPP1R18",2.48021207581278,9.32054235396158e-24
"391","SYNJ1",-2.10767439995675,9.99959456036261e-24
"392","BTG3",2.39736079146335,1.02191516417132e-23
"393","MOB1A",1.78942587322784,1.02635987776462e-23
"394","UHRF1",4.87539087718518,1.04271710065093e-23
"395","DZIP3",-1.44386489097746,1.10894358638723e-23
"396","FBXO33",-1.34803660639263,1.12853281240854e-23
"397","CDKN2C",3.36571131489126,1.17648811282608e-23
"398","TCP11L1",-1.38030658314024,1.18498237334683e-23
"399","COL3A1",6.4739392254726,1.20013045657555e-23
"400","ZFR2",-3.19771261221341,1.2194048517136e-23
"401","MDK",3.14736547087592,1.2277772645492e-23
"402","ZNF25",-1.89208250853772,1.37906917559288e-23
"403","POGLUT3",2.51798463361536,1.41398737382921e-23
"404","SSTR3",-4.54413814169977,1.71060066535629e-23
"405","CIDEA",-4.92973140552921,1.82989333707651e-23
"406","PDLIM5",2.02204452501958,1.83757746052976e-23
"407","CORO6",-3.66095832665932,1.83757746052976e-23
"408","ATP6V1D",-1.05056160331118,1.83962936004601e-23
"409","TBC1D30",-2.89432421700733,1.8587908935867e-23
"410","PLIN3",2.75430007911925,1.95526448712341e-23
"411","HLA-A",3.0818323074547,2.00833975395784e-23
"412","CRISPLD1",3.67487082636741,2.09358340043441e-23
"413","KRTAP5-AS1",-3.20202616969665,2.20226397997485e-23
"414","SCN8A",-3.0739557659807,2.43220885805951e-23
"415","TENT5A",3.70028526451244,2.57105349902577e-23
"416","CLIC1",3.60407434714547,2.58410698200584e-23
"417","N4BP3",-2.66196958948293,2.64892470783836e-23
"418","RHOT1P1",-2.54910890635742,2.64957867181659e-23
"419","H2BC12",2.92816836174563,2.7297322299871e-23
"420","MROH1",-1.58837329321406,2.82546328816929e-23
"421","CALM3",-2.56625507800904,3.1325421380784e-23
"422","WIPF2",-1.07746046924512,3.20740771949323e-23
"423","HNRNPF",1.46618040775441,3.25277518031975e-23
"424","PRKCE",-2.78385348153894,3.94218166735791e-23
"425","KIAA1217",-1.92268036647333,4.04400622452283e-23
"426","H2BC17",6.84094913742225,4.08616565034018e-23
"427","WSB2",-1.20624806287285,4.08868181012406e-23
"428","H2AC6",1.85578019435661,4.18346020345495e-23
"429","CBFB",2.07850535037777,4.31359960575917e-23
"430","IQSEC1",-2.0476670229786,4.57426983301995e-23
"431","PAIP2",-0.849779808903178,4.62943994006846e-23
"432","CNTN4-AS2",-4.30823509667481,4.95452097986874e-23
"433","BCHE",3.42602477999567,5.00362876407016e-23
"434","PABPC1L2A",-4.30121041457347,5.03359165446335e-23
"435","EMX1",-3.14160094542568,5.48905613519032e-23
"436","YBX1P10",2.60445106412863,5.74288771071976e-23
"437","WLS",1.59406514374012,5.74533068815767e-23
"438","AMIGO1",-2.03875959006694,6.02090842367501e-23
"439","OLFML3",3.38501461369806,6.05683773367284e-23
"440","BTBD6",-1.22192673935488,6.28067103741093e-23
"441","TMBIM6",1.14759762348837,6.74127316335891e-23
"442","HLA-B",3.73551013257271,6.80640852447182e-23
"443","RN7SL665P",4.03558103037722,6.91179232170445e-23
"444","WWTR1",3.36738429967363,7.66102600386496e-23
"445","RN7SKP8",3.38027373524677,7.76380965376619e-23
"446","LINC01123",-4.43707762583864,7.78849477322005e-23
"447","TMEM123",2.00591963453991,7.89841582660985e-23
"448","TRIM5",3.17436989070054,7.98512058342271e-23
"449","FKBP11",-1.98325286221275,8.17778719994543e-23
"450","ATP6V1E1",-1.52166318319149,8.37850860853087e-23
"451","ATXN1",-0.993935700018457,8.98459266728737e-23
"452","HSBP1P2",3.16747440536688,8.98809059689499e-23
"453","HAGH",-1.28507358938544,9.09273672210174e-23
"454","EMP3",3.49062446235359,9.23817307947217e-23
"455","ZFYVE9",-1.4453430183052,9.63680689200906e-23
"456","NGRN",-1.50785764834701,9.67946089159394e-23
"457","CCDC85A",-3.51240029628787,1.0444375955915e-22
"458","DNAJC3",1.13411635323158,1.06179481624506e-22
"459","NCOA7",-2.01152893580026,1.13039896726568e-22
"460","TMEM25",-1.47919018961306,1.15069334242647e-22
"461","ATG2B",-1.08597734216527,1.16915733015426e-22
"462","ZNF300",3.26846288515495,1.18494558532724e-22
"463","HECW2",-2.10000194185547,1.2745226821782e-22
"464","ZRANB1",-1.37926335822792,1.30139081738948e-22
"465","SS18",1.34637426896446,1.45075019718843e-22
"466","DCTN1",-1.57506859337314,1.45825661323215e-22
"467","KLHL3",-2.15225940561198,1.48164537879191e-22
"468","AASS",1.90045066551346,1.4910417781454e-22
"469","ZNF204P",-2.37076605367146,1.51402776644501e-22
"470","PDP1",-2.37372596704025,1.51402776644501e-22
"471","PGLYRP1",-2.63233534905712,1.51402776644501e-22
"472","ZNF217",2.79155256745866,1.51757458946547e-22
"473","MLXIPL",-2.20342590086554,1.63888957430056e-22
"474","IP6K1",-0.945289242258153,1.67582953473427e-22
"475","MAPKAPK2",1.7741040708561,1.79213948425565e-22
"476","SNORD115-1",-5.37125489621946,1.86315163581336e-22
"477","PKDCC",-1.98296925111787,1.87541963201254e-22
"478","USP46",-1.3320213187588,1.93825036278953e-22
"479","PARG",-1.20988301669541,1.9821626122517e-22
"480","GPRASP1",-2.4033117989653,2.12334910038696e-22
"481","KCNJ11",-2.46244332449501,2.12939888659004e-22
"482","DYNC1H1",-1.1001701098737,2.19734908070042e-22
"483","SOX2",2.22909210192243,2.25759642646825e-22
"484","AMN1",-1.73610020511708,2.25812800566888e-22
